FormID, EditorID, Name, Description
0x0022EC72,"BackgroundProfessor","Professor","You always enjoyed learning, but nothing could compare to the joy of teaching others. As humankind spread throughout the stars, there was never a lack of knowledge to obtain, and you gladly assisted."
0x0022EC73,"BackgroundPilgrim","Pilgrim","Wayfarer, wanderer, seeker... transient. You've been called many things during your travels, and learned something those others could never understand - the journey IS the destination."
0x0022EC74,"BackgroundRonin","Ronin","Masterless and unbound, you wandered the Settled Systems as a blade for hire. To some, you were a simple mercenary. To others, a hero. And to a select few... a nightmare they could never wake from."
0x0022EC75,"BackgroundLongHauler","Long Hauler","Let those other hotheaded pilots obsess over laser weapons and maneuverability. You're a space trucker, pure and simple. Pack the cargo, get it there fast, get paid, repeat. Life is simple and good."
0x0022EC76,"BackgroundBigGameHunter","Beast Hunter","From the Ashta of Akila to the Terrormorphs that plague the whole of the Settled Systems, hostile alien life abounds. You've learned the skills to track them, find them, and take them down."
0x0022EC77,"BackgroundHomesteader","Homesteader","The discovery of the Settled Systems' many oxygen-rich planets and moons meant humans could live just about anywhere... if they had the know how. You did, and utilized it to great effect."
0x0022EC78,"BackgroundGangster","Gangster","You were always disgusted by suckers killing themselves to make an ""honest wage."" As soon as you were old enough to hold a weapon, you took what you wanted from anyone unlucky enough to have it."
0x0022EC79,"BackgroundExplorer","Explorer","They said exploration is a lost art. You didn't listen. As the major factions argued over the space they desperately tried to control, you were busy uncovering the wonders of the Settled Systems."
0x0022EC7A,"BackgroundIndustrialist","Industrialist","There was a time when all you wanted to be was a titan of industry, maybe a ship designer, or megacorp exec. Thankfully, that skillset never goes out of style in the Settled Systems."
0x0022EC7B,"BackgroundDiplomat","Diplomat","The wars are over. Peace now reigns the Settled Systems. But only because there are those quietly fighting to keep it. Because of you, agreements were signed, words were heeded... lives were spared."
0x0022EC7C,"BackgroundCyberneticist","Cyberneticist","Robots? Mere toys. Neuroamps? Good for parlor tricks. The Colony War may have made implants and upgrades available to veterans, but you once saw a greater future. Humans and machines, as one. "
0x0022EC7D,"BackgroundCyberRunner","Cyber Runner","From Neon to New Atlantis, the megacorps stand as monuments to power, prestige and profit. You've worked both for and against them, on the inside and out, often sacrificing conscience for credits."
0x0022EC7E,"BackgroundCombatMedic","Combat Medic","Leave it to human beings to fight over something as infinite as outer space. That's where you come in. You've never been afraid to take on the enemy... but you'd much rather take care of your friends."
0x0022EC7F,"BackgroundChef","Chef","While the unrefined masses scarfed down Chunks by the shipload, you catered to those with a more... discerning palate. In your kitchen, countless alien species became true culinary masterpieces."
0x0022EC80,"BackgroundBountyHunter","Bounty Hunter","Wherever there are wanted individuals, there are those who profit from their capture. And your quarry knows that in the vastness of space, they can run... but they can't hide."
0x0022EC81,"BackgroundBouncer","Bouncer","You've worked the line at the toughest clubs in the Settled Systems. Back then, you learned that most non-lethal confrontations can be solved one of two ways: a strong right hook, or a more strongly secured door."
0x0022EC82,"Skill_Persuasion","Persuasion","In the Settled Systems, the nuanced ability to listen and discuss can often accomplish far more than simply shooting first and asking questions later."
0x0022FB18,"CCT_DamageMod_RL039_Swarmling","",""
0x00230329,"CCT_DamageMod_Legendary","",""
0x00237ED3,"Mod_Weapon_Magsniper_Ammo","",""
0x0023826F,"Skill_OutpostManagement","Outpost Management","While constructing an outpost offers its own challenges, properly managing that outpost takes a special personality type, and specialized training."
0x0023DDFB,"ENV_TestPerk","TestPerk",""
0x0024021E,"CCT_Scan_Thorned_Perk","CCT_Scan_Thorned_Perk",""
0x002458BA,"AddictionManager","AddictionManager",""
0x00255CA4,"CCT_HitSpell_Stagger_Perk","CCT_HitSpell_Stagger_Perk",""
0x00255CA5,"CCT_HitSpell_Oxygen_Perk","CCT_HitSpell_Oxygen_Perk",""
0x00255CA6,"CCT_HitSpell_Bleed_Perk","CCT_HitSpell_Bleed_Perk",""
0x00255D90,"CCT_HitSpell_Poison_Perk","CCT_HitSpell_Poison_Perk",""
0x0025E186,"ArtifactPower_VoidForm_Rank","Void Form",""
0x0025E187,"ArtifactPower_Supernova_Rank","Supernova",""
0x0025E188,"ArtifactPower_SunlessSpace_Rank","Sunless Space",""
0x0025E189,"ArtifactPower_SolarFlare_Rank","Solar Flare",""
0x0025E18A,"ArtifactPower_SenseStarStuff_Rank","Sense Star Stuff",""
0x0025E18B,"ArtifactPower_PhasedTime_Rank","Phased Time",""
0x0025E18C,"ArtifactPower_PersonalAtmo_Rank","Personal Atmosphere",""
0x0025E18D,"ArtifactPower_ParticleBeam_Rank","Particle Beam",""
0x0025E18E,"ArtifactPower_ParallelSelf_Rank","Parallel Self",""
0x0025E18F,"ArtifactPower_Precognition_Rank","Precognition",""
0x0025E190,"ArtifactPower_MoonForm_Rank","Moon Form",""
0x0025E191,"ArtifactPower_LifeForced_Rank","Life Forced",""
0x0025E192,"ArtifactPower_InnerDemon_Rank","Inner Demon",""
0x0025E193,"ArtifactPower_GravWell_Rank","Grav Well",""
0x0025E195,"ArtifactPower_GravWave_Rank","Grav Wave",""
0x0025E196,"ArtifactPower_GravDash_Rank","Grav Dash",""
0x0025E197,"ArtifactPower_EternalHarvest_Rank","Eternal Harvest",""
0x0025E198,"ArtifactPower_ElementalBlast_Rank","Elemental Pull",""
0x0025E199,"ArtifactPower_Earthbound_Rank","Earthbound",""
0x0025E19A,"ArtifactPower_CreatorsPeace_Rank","Creators' Peace",""
0x0025E19B,"ArtifactPower_CreateVacuum_Rank","Create Vacuum",""
0x0025E19C,"ArtifactPower_AntiGravityField_Rank","Anti-Gravity Field",""
0x0025E19D,"ArtifactPower_AlienReanim_Rank","Alien Reanimation",""
0x0025E19E,"ArtifactPower_ReactiveShield_Rank","Reactive Shield",""
0x0026C22D,"Debug_LC088_Vigilance_CaptainBuffPerk","",""
0x0026FE1A,"_RENAME_TestOutpostCrewBuffProductionRateGas","Increase Production Rate - Gas",""
0x00277B79,"CF05_ComSpike_PlayerPerk","CF05_ComSpike_PlayerPerk",""
0x00277B9E,"CF06_ConductionGrid_PlayerPerk","CF06_ConductionGrid_PlayerPerk",""
0x0027B9ED,"Skill_AutomatedWeaponSystems","Automated Weapon Systems","Turret weapons are known for their easy-to-use, autonomous nature, but they can be made even deadlier with some specific technical adjustments."
0x0027BAFD,"Skill_ParticleBeams","Particle Beams","While considered by some to be exotic, particle weapons can be a devastating combat option, subjecting a target to multiple forms of damage."
0x0027CBBA,"Skill_Crippling","Crippling","Specifically targeting the pressure points and nerves of various limbs can disable an opponent, limiting their combat effectiveness."
0x0027CBBB,"Skill_Astrophysics","Astrophysics","A ship's scanner receives vast amounts of data, but it takes a trained mind to efficiently analyze it all."
0x0027CBBD,"TrainingTechnologyMaster","Master Technology Training",""
0x0027CBBE,"TrainingTechnologyExpert","Expert Technology Training",""
0x0027CBBF,"TrainingTechnologyAdvanced","Advanced Technology Training",""
0x0027CBC0,"TrainingTechnology","Technology Training",""
0x0027CBC1,"Skill_Surveying","Surveying","Humanity now has access to untold alien worlds, and the ability to decipher all that data while on the ground has become an essential skillset."
0x0027CBC2,"Skill_PlanetaryHabitation","Planetary Habitation","While outpost building is always challenging, doing so on a world with a dangerous environment requires specialized training."
0x0027CBC3,"Skill_SpacesuitDesign","Spacesuit Design","While a basic spacesuit can protect one from the vacuum of space, it takes a specialized design to withstand the rigors of many alien worlds."
0x0027DF8D,"CUT_Textiles","Textiles","Access to new materials, creative design, and advancements in manufacturing allow one to create clothing that is the pinnacle of both form and function."
0x0027DF8E,"TrainingScienceMaster","Master Social Training",""
0x0027DF8F,"TrainingScienceExpert","Expert Science Training",""
0x0027DF90,"TrainingScienceAdvanced","Advanced Science Training",""
0x0027DF91,"TrainingScience","Science Training",""
0x0027DF94,"Skill_ArmorPenetration","Armor Penetration","By identifying gaps or weak points in body armor, an attacker can often gain a tactical advantage in combat."
0x0027DF96,"Skill_Incapacitation","Incapacitation","EM weapons are generally employed to damage robots, but can also be used to render human beings unconscious."
0x0027DF97,"Skill_ShotgunCertification","Shotgun Certification","The cornerstone of close quarters combat, or CQC, the shotgun has proven a simple, deadly weapon for hundreds of years."
0x0027DF98,"Crew_PistolCertification","Pistol Certification",""
0x0027DF99,"TrainingCombatMaster","Master Combat Training",""
0x0027DF9A,"TrainingCombatExpert","Expert Combat Training",""
0x0027DF9B,"TrainingCombat","Combat Training",""
0x0027DF9C,"TrainingCombatAdvanced","Advanced Combat Training",""
0x0027E1C2,"ArtifactPower_ReactiveShield_ShieldReflect","Reactive Shield",""
0x0028AE13,"Skill_Rejuvenation","Rejuvenation","Utilizing both ancient meditation techniques and newly developed breathing exercises, it's possible for one to actually trigger their body's natural healing ability."
0x0028AE14,"Skill_CellularRegeneration","Cellular Regeneration","Whether through secret experiementation or just plain healthy living, boosting the body's ability to naturally recover from injuries can mean the difference between life and death."
0x0028AE15,"CUT_Skill_Mindfulness","Mindfulness","EM damage can wreak havoc on synaptic pathways, leading to unconsciousness, but it's possible for a trained mind to withstand those effects."
0x0028AE17,"Skill_EnvironmentalConditioning","Environmental Conditioning","In the Settled Systems, even oxygen-rich planets and moons may have an atmosphere that is hazardous to human beings."
0x0028AE29,"Skill_Gymnastics","Gymnastics","From navigating the elevations of alien landscapes to exploring derelict ships in Zero-G, gymnastic training is invaluable for improving both safety and maneuverability."
0x0028AE39,"TrainingPhysicalMaster","Master Physical Training",""
0x0028AE3A,"TrainingPhysicalExpert","Expert Physical Training",""
0x0028AE4B,"TrainingPhysicalAdvanced","Advanced Physical Training",""
0x0028AE4F,"TrainingPhysical","Physical Training",""
0x0028B84F,"TrainingSocialMaster","Master Social Training",""
0x0028B850,"TrainingSocialExpert","Expert Social Training",""
0x0028B851,"TrainingSocialAdvanced","Advanced Social Training",""
0x0028B852,"TrainingSocial","Social Training",""
0x0028B853,"Skill_Scavenging","Scavenging","There are those who can find just about anything, and their success is usually dependent on knowing how, and where, to look."
0x00291190,"Mod_Creature_ArmorPiercing","Armor Piercing Creature",""
0x00298B24,"ModLegendaryMirroredPerk","Mirrored",""
0x00298B29,"Follower_Stealth","Follower Stealth",""
0x002AC953,"Skill_StarshipEngineering","Starship Engineering","It takes skilled hands to not only make a ship's systems more resistant to damage, but to repair those systems efficiently when damage does occur."
0x002AEE3B,"RI_BountyTrackingPerk","",""
0x002C2C59,"Skill_ShieldSystems","Shield Systems","Regardless of the power allocated by the reactor, a ship's shields can be further bolstered by direct manipulation of the system's harmonics."
0x002C2C5A,"Skill_AneutronicFusion","Aneutronic Fusion","It is possible to maximize a ship's energy output by specifically directing the unique nuclear processes that occur within its reactor."
0x002C2C5B,"Skill_ParticleBeamWeaponSystems","Particle Beam Weapon Systems","Ship weapons utilizing particle beam technology are the preferred choice for captains who prefer to damage multiple ship systems at once."
0x002C43E0,"Perk_Legendary_Helmet_CombatSensor","Combat Sensor",""
0x002C43E1,"Perk_Legendary_Helmet_Headhunter","Headhunter",""
0x002C53AE,"Skill_Isolation","Isolation","By eschewing team tactics and embracing the the advantages of ""lone wolf"" operations, one can vastly improve their combat effectiveness."
0x002C53AF,"Skill_Sharpshooting","Sharpshooting","For those who specialize in precise targeting that maximizes damage, combat is often a quickly efficient affair."
0x002C53B0,"Skill_Xenosociology","Xenosociology","While sentient life has yet to be discovered, the galaxy's alien species are generally intelligent enough to be susceptible to the power of suggestion."
0x002C53B1,"Skill_SniperCertification","Sniper Certification","Only a trained sniper truly understands all the elements necessary to patiently and effectively neutralize a target at excessive range."
0x002C53B2,"Skill_EMWeaponSystems","EM Weapon Systems","In the hands of a capable pilot, no weapons can disable an enemy ship faster than those that deliver electromagnetic damage."
0x002C53B3,"Skill_ShipCommand","Ship Command","They say a ship is only as good as its crew, but that is contingent upon that crew having the right captain to lead them."
0x002C53B4,"Skill_Neurostrikes","Neurostrikes","Once considered the realm of fiction, the ability to disable an opponent without using a weapon is terrifyingly effective when performed by a skilled practitioner."
0x002C5552,"Skill_Zoology","Zoology","No one could have expected the number of new species encountered on alien worlds, or the importance of those skilled in their behavior and domestication."
0x002C5553,"Skill_Robotics","Robotics","In an age where robots and autonomous turrets are employed in a combat capacity, the study of robotics can be instrumental in gaining a tactical edge."
0x002C5554,"Skill_MartialArts","Martial Arts","There are currently hundreds of martial arts practiced in the Settled Systems, some originating on ancient Earth, some newly created, almost all effective in combat."
0x002C5555,"Skill_Manipulation","Manipulation","Recent studies have shown that suggestion is not an art, but a science, and as such can be weaponized to exert control over the susceptible."
0x002C5556,"Skill_Demolitions","Demolitions","With the proper adjustment of chemical mixtures, coupled with modifications to the detonation mechanism, explosives can produce an even greater destructive yield."
0x002C5557,"Skill_Botany","Botany","The scientific study of flora, while important on Earth, became even more essential as humanity began exploring alien worlds."
0x002C5558,"Skill_MissileWeaponSystems","Missile Weapon Systems","In space, few weapons can match the range and destructive power of missiles, especially in the hands of a skilled tactician."
0x002C5559,"Skill_TargetingControlSystems","Targeting Control Systems","Missile weapons are favored because they can lock onto an enemy ship, but an intimate knowledge of tracking systems can make them even more effective."
0x002C555A,"Skill_RapidReloading","Rapid Reloading","In the chaos of combat, the seconds needed to reload your weapon could be the difference between life and death."
0x002C555B,"Skill_Theft","Theft","While not entirely honorable, and certainly not legal, it is nonetheless occasionally necessary to discreetly remove property from someone's person."
0x002C555C,"Skill_ResearchMethods","Research Methods","By skillfully employing both new and time tested methods, a researcher may complete projects faster, and even gain unexpected insights."
0x002C555D,"Skill_Instigation","Instigation","When combat is required, it can be advantageous to convince others to do the fighting for you."
0x002C555E,"Skill_Concealment","Concealment","Few skills capture the imagination like the ability to remain undetected, used by assassins, special forces operatives, and simple thieves alike for centuries."
0x002C555F,"Skill_Negotiation","Negotiation","In certain, more challenging communications, skillfully supplementing words with credits may help achieve the desired results."
0x002C5560,"Skill_Astrodynamics","Astrodynamics","Advanced technology is one thing, but it takes skill, patience, and a little bit of love to coax even more capability out of a ship's grav drive."
0x002C59D9,"Skill_WeightLifting","Weight Lifting","Weight training can significantly increase one's ability to carry weapons and equipment, both in space and on the ground."
0x002C59DA,"Skill_Targeting","Targeting","While careful aiming is generally preferred in combat, ""shooting from the hip"" can prove a fast and deadly alternative with sufficient training."
0x002C59DB,"Skill_EnergyWeaponSystems","Energy Weapon Systems","In the 24th century, advancements in energy weapons technology have revolutionized combat, as much in space as on the ground."
0x002C59DC,"Skill_StarshipDesign","Starship Design","As with ""car culture"" on Earth centuries ago, there are those who pride themselves on the ability to modify their own spaceships."
0x002C59DD,"Skill_Lasers","Lasers","Personal laser weapons are in widespread use across the Settled Systems, and specialized training can greatly increase their effectiveness."
0x002C59DE,"Skill_Intimidation","Intimidation","The ability to strike fear into an opponent, causing them to flee so that you can escape or attack first, can prove critical in a battle."
0x002C59DF,"Skill_Boxing","Boxing","Once considered a ""sport of kings,"" boxing is still practiced as a recreational competitive activity, but its combat applications can't be denied."
0x002C59E0,"Skill_OutpostEngineering","Outpost Engineering","Proper construction of habitation modules is essential to one's survival on any alien world."
0x002C59E1,"Skill_Diplomacy","Diplomacy","When a situation calls for words and not weapons, it's best to rely on those trained in statecraft and de-escalation."
0x002C59E2,"Skill_EnergyWeaponDissipation","Energy Weapon Dissipation","Considering the widespread use of energy weapons in the Settled Systems, specialized training to minimize damage is considered invaluable."
0x002C59E3,"Speech","Speech",""
0x002C5A8E,"Skill_Commerce","Commerce","In the Settled Systems' free market economy, almost anyone with the right skillset can open and run a successful business."
0x002C5A94,"Skill_Gastronomy","Gastronomy","Access to brand new worlds means access to brand new ingredients, and there is almost no limit to the delicious foods and drinks a talented chef can prepare."
0x002C890B,"Skill_Marksmanship","Marksmanship","Perhaps no combat scenario is more frightening, or lethal, as a single-shot weapon wielded by someone skilled in critical shot placement."
0x002C890C,"Skill_WeaponEngineering","Weapon Engineering","Life in the 24th century can be exceedingly dangerous, and the ability to maintain and modify personal weapons can be essential to one's survival."
0x002C890D,"Skill_Leadership","Leadership","Teamwork is the cornerstone of galactic survival, and nothing motivates a team more than a trained, decisive leader."
0x002CE1A0,"CREW_Ship_Piloting","Piloting",""
0x002CE29F,"Skill_Geology","Geology","Newly discovered minerals mined from alien planets and moons have directly led to some incredible technological advancements.
 
"
0x002CE2A0,"Skill_Decontamination","Decontamination","Through a deliberate regiment of conditioning and antibody therapy, one may effectively combat even the Settled Systems' unseen threats. 
"
0x002CE2C0,"Skill_Chemistry","Chemistry","When crafted by the skilled and safety conscious, chems can be used to enhance health and performance across the Settled Systems."
0x002CE2C2,"Skill_BallisticWeaponSystems","Ballistic Weapon Systems","While there have been significant advancements in ship-borne weaponry, sometimes the simplest tool is the most effective."
0x002CE2DD,"Skill_Fitness","Fitness","In space, the greatest commodity is oxygen, and the increased lung capacity gained by a regular physical fitness regimen is essential to survival."
0x002CE2DE,"Skill_EngineSystems","Engine Systems","Space is both vast and dangerous, and the ability to push a ship's engine to increase speed can be done safely and effectively, with the right training."
0x002CE2DF,"Skill_Medicine","Medicine","Only through advancements in medical training and technology has humanity been able to withstand the galaxy's many dangers."
0x002CE2E0,"Skill_RifleCertification","Rifle Certification","Whether used for combat, hunting, or some other deadly purpose, the rifle has become a mainstay of Settled Systems weaponry."
0x002CE2E1,"Skill_Wellness","Wellness","By embracing an active lifestyle and good nutrition habits, one may improve their overall sense of health, and even gain prolonged life expectancy."
0x002CE2E2,"Skill_Security","Security","While the standardized digital locking mechanism is renowned for its security, any code can be broken with the proper training."
0x002CFCAB,"Skill_Ballistics","Ballistics","Centuries of conflict have proven that when it comes to threat elimination, few things stack up to the reliable power of high-speed projectiles."
0x002CFCAC,"Skill_Piloting","Piloting","As more people journey into space, the number of those certified to effectively pilot various types of spacecraft has increased dramatically."
0x002CFCAD,"Skill_Nutrition","Nutrition","Advanced nutritional science is no substitute for good life choices, and knowing how much and when to eat can be just as important as the food itself."
0x002CFCAE,"Skill_PainTolerance","Pain Tolerance","Pain hurts - but only if you're not strong enough to take it."
0x002CFCAF,"Skill_Deception","Deception","Smuggling and piracy are both immoral and highly illegal, and considered plagues upon the Settled Systems. But certain undercover work may require a certain criminal skillset."
0x002CFCB0,"Skill_Dueling","Dueling","Considered by many to be a lost art, close attacks with a melee weapon can often be deadlier than ranged combat when carried out by a skilled practitioner."
0x002CFCB1,"Skill_Scanning","Scanning","While anyone can use a ship's scanner, it takes a specially trained operator to detect hard-to-find planetary resources, or uncover the details of nearby ships."
0x002CFCB2,"Skill_Stealth","Stealth","For a combatant who values discretion above all else, the ability to approach a target while undetected and kill with a silenced weapon is as terrifying as it is effective."
0x002D019F,"Perk_Legendary_Armor_PeaceReward","Peacemaker",""
0x002D3994,"Perk_Chem_ImprovedSpeechChallengeSuccess20","Increased Speech Challenge Success Chance from Chems","Increased Speech Challenge Success Chance from Chems"
0x002D3995,"Perk_Chem_IncreaseRangedDamage40","Increased Ranged Damage from Chems","Increased Ranged Damage from Chems"
0x002D3996,"Perk_Chem_IncreaseMeleeDamage40","Increased Melee Damage from Chems","Increased Melee Damage from Chems"
0x002D3997,"Perk_Chem_IncreaseMeleeDamage50","Increased Melee Damage from Chems","Increased Melee Damage from Chems"
0x002D3998,"Perk_Chem_IncreaseDamage50","Increased Damage from Chems","Increased Damage from Chems"
0x002D3999,"Perk_Chem_IncreaseDamage40","Increased Damage from Chems","Increased Damage from Chems"
0x002D399A,"Perk_Chem_ImprovedAccuracy35","Improved Accuracy from Chems","Improved Accuracy from Chems"
0x002D399B,"Perk_Chem_ImprovedAccuracy50","Improved Accuracy from Chems","Improved Accuracy from Chems"
0x002DBEFD,"CCT_FortifyHealthLargeCreature_Perk","",""
0x002DFD1A,"BackgroundGeneralist","[FILE NOT FOUND]","Oddly, there is no information on file about your past life. Clerical oversight? Deletion by some powerful unknown faction? Or was there just nothing of note to mention? Whatever the reason, your past is known only to you. What's important is the here and now, and the path you're about to forge..."
0x002EC4C5,"StealthSuit","Stealth Suit",""
0x002EDE53,"Perk_Legendary_Pack_AssistedCarry","Assisted Carry",""
0x002F3932,"Perk_LegendaryWeapon_Exterminator","Exterminator",""
0x002F3933,"Perk_LegendaryWeapon_Disassembler","Disassembler",""
0x002F3B16,"Ship_Starbornship_Player_Cloaking_Perk","Starborn Cloaking",""
0x002F413C,"CCT_DamageMod_Grylloba","",""
0x002FE0C2,"MQ101ModIncomingDamageFromPirates","",""
0x0030B589,"OutpostPlanetSurveyProductionBoost","Outpost planet survey production boost",""
0x003168F9,"Perk_LegendaryWeapon_AntiPersonnel","Anti-Personnel",""
0x003178F5,"Perk_LegendaryWeapon_Berserker","Berserker",""
0x0032987D,"UC04_NATGuard_ReduceThrallDamage","",""
0x0032AFB4,"COM_LoversEmbrance_WellRestedXPBonus","Emotional Security","+15% XP earned for a limited time."
0x00374069,"Mod_Weapon_StabilizingStock","Stabilizing Stock",""
0x0037D0B1,"Perk_LegendaryWeapon_Radioactive","Radioactive",""
0x00388574,"Perk_LegendaryWeapon_Corrosive","Corrosive",""
0x00388575,"Perk_LegendaryWeapon_Hitman","Hitman",""
0x00390B69,"MQ105_WalterStealth","",""
0x00396282,"ModTerrormorphElderOutgoingCreatureDamageMod","Terrormorph Elder Creature Damage Mod","Decrease damage Terrormorph Elder does to creatures."
0x003B3941,"RQ_OE_BountyHunter_01_crDamage050","",""
0x003E5BE4,"ENV_AFFL_HitSpell_Perk_Humans_AutomaticWeapons","",""
0x003E5BE5,"ENV_AFFL_HitSpell_Perk_Humans_NonAutomaticWeapons","",""
0x003E7B77,"ModIncomingDamageFakeCombat","",""
0x003F14E1,"ModIncomingDamageFakeCombatShip","",""
